username,submitted_at,processed_at,type,score,dcr_share,nndr_ratio,qa_report,is_qualified
JimAchterbergLUMC,2025-05-24 14:33:44.502+00,2025-05-24 14:42:07.739792+00,flat,0.95341,0.601,2.21292e-08,"{""accuracy"": {""overall"": 0.9534104, ""bivariate"": 0.9584661, ""coherence"": null, ""trivariate"": 0.90395, ""univariate"": 0.9978151, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.601, ""dcr_holdout"": 0.757, ""dcr_trn_hol"": 0.576, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.719, ""ims_training"": 0.001, ""nndr_holdout"": 0.717829783412, ""nndr_trn_hol"": 0.516718240261, ""nndr_training"": 0.000000015885}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.5, ""cosine_similarity_training_synthetic"": 0.9999914, ""discriminator_auc_training_synthetic"": 0.985}}",f
gianmarcogenalti,2025-05-23 15:07:00.533+00,2025-05-23 15:15:26.209025+00,flat,0.942536,0.508,0.973127,"{""accuracy"": {""overall"": 0.9425356, ""bivariate"": 0.948582, ""coherence"": null, ""trivariate"": 0.8807467, ""univariate"": 0.998278, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.508, ""dcr_holdout"": 0.36, ""dcr_trn_hol"": 0.089, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.359, ""ims_training"": 0.0, ""nndr_holdout"": 0.7291986614, ""nndr_trn_hol"": 0.054491899705, ""nndr_training"": 0.709603274219}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.502, ""cosine_similarity_training_synthetic"": 0.9999891, ""discriminator_auc_training_synthetic"": 1.0}}",t
minghao51,2025-05-23 13:46:37.464+00,2025-05-23 13:56:52.661926+00,sequential,0.953978,0.509,0.952853,"{""accuracy"": {""overall"": 0.9539779, ""bivariate"": 0.954884, ""coherence"": 0.97117, ""trivariate"": 0.9111559, ""univariate"": 0.9787018, ""overall_max"": 0.9721545, ""bivariate_max"": 0.9744715, ""coherence_max"": 0.9883253, ""trivariate_max"": 0.9346247, ""univariate_max"": 0.9911964}, ""distances"": {""dcr_share"": 0.509, ""dcr_holdout"": 0.105, ""dcr_trn_hol"": 0.095, ""ims_holdout"": 0.002, ""ims_trn_hol"": 0.004, ""dcr_training"": 0.104, ""ims_training"": 0.002, ""nndr_holdout"": 0.000000117569, ""nndr_trn_hol"": 0.000000087349, ""nndr_training"": 0.000000112026}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999832, ""discriminator_auc_training_holdout"": 0.51, ""cosine_similarity_training_synthetic"": 0.9998304, ""discriminator_auc_training_synthetic"": 0.57}}",t
minghao51,2025-05-23 13:46:31.693+00,2025-05-23 13:55:05.985495+00,flat,0.970367,0.506,1.12766,"{""accuracy"": {""overall"": 0.9703668, ""bivariate"": 0.9711718, ""coherence"": null, ""trivariate"": 0.9565412, ""univariate"": 0.9833875, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.506, ""dcr_holdout"": 0.102, ""dcr_trn_hol"": 0.089, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.101, ""ims_training"": 0.0, ""nndr_holdout"": 0.099366157757, ""nndr_trn_hol"": 0.054491899705, ""nndr_training"": 0.112050872413}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.506, ""cosine_similarity_training_synthetic"": 0.9991745, ""discriminator_auc_training_synthetic"": 0.599}}",t
pradiptadeb1990,2025-05-23 10:54:37.515+00,2025-05-23 11:03:10.959619+00,flat,0.758506,0.503,1.00374,"{""accuracy"": {""overall"": 0.7585056, ""bivariate"": 0.7537841, ""coherence"": null, ""trivariate"": 0.6655487, ""univariate"": 0.8561839, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.503, ""dcr_holdout"": 0.849, ""dcr_trn_hol"": 0.576, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.849, ""ims_training"": 0.0, ""nndr_holdout"": 0.823328928057, ""nndr_trn_hol"": 0.516718240261, ""nndr_training"": 0.826406167926}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.508, ""cosine_similarity_training_synthetic"": 0.7261145, ""discriminator_auc_training_synthetic"": 1.0}}",t
mugomania,2025-05-23 08:57:10.929+00,2025-05-23 09:05:31.546078+00,flat,0.746035,0.507,0.999913,"{""accuracy"": {""overall"": 0.7460354, ""bivariate"": 0.7407808, ""coherence"": null, ""trivariate"": 0.6564204, ""univariate"": 0.840905, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.507, ""dcr_holdout"": 0.302, ""dcr_trn_hol"": 0.215, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.302, ""ims_training"": 0.0, ""nndr_holdout"": 0.525883062309, ""nndr_trn_hol"": 0.314104013989, ""nndr_training"": 0.525837363385}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.508, ""cosine_similarity_training_synthetic"": 0.7090336, ""discriminator_auc_training_synthetic"": 1.0}}",t
martinjurkovic,2025-05-23 07:21:07.402+00,2025-05-23 07:29:36.517764+00,flat,0.979973,0.507,1.12419,"{""accuracy"": {""overall"": 0.9799727, ""bivariate"": 0.98133, ""coherence"": null, ""trivariate"": 0.9684278, ""univariate"": 0.9901602, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.507, ""dcr_holdout"": 0.097, ""dcr_trn_hol"": 0.089, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.096, ""ims_training"": 0.0, ""nndr_holdout"": 0.098338159402, ""nndr_trn_hol"": 0.054491899705, ""nndr_training"": 0.110551146596}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.504, ""cosine_similarity_training_synthetic"": 0.9997591, ""discriminator_auc_training_synthetic"": 0.542}}",t
NeilBaranwal9,2025-05-23 02:31:47.229+00,2025-05-23 02:40:02.824219+00,flat,0.851698,0.504,0.966336,"{""accuracy"": {""overall"": 0.8516982, ""bivariate"": 0.8498593, ""coherence"": null, ""trivariate"": 0.7887503, ""univariate"": 0.9164851, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.504, ""dcr_holdout"": 0.293, ""dcr_trn_hol"": 0.089, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.292, ""ims_training"": 0.0, ""nndr_holdout"": 0.462865757628, ""nndr_trn_hol"": 0.054491899705, ""nndr_training"": 0.447283846186}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.502, ""cosine_similarity_training_synthetic"": 0.9532615, ""discriminator_auc_training_synthetic"": 0.997}}",t
thyarcanist,2025-05-22 22:48:18.564+00,2025-05-22 22:50:23.364653+00,sequential,0.501949,0.506,1.23857,"{""accuracy"": {""overall"": 0.5019493, ""bivariate"": 0.4818007, ""coherence"": 0.5207473, ""trivariate"": 0.3333772, ""univariate"": 0.6718718, ""overall_max"": 0.9721801, ""bivariate_max"": 0.9744715, ""coherence_max"": 0.9884277, ""trivariate_max"": 0.9346247, ""univariate_max"": 0.9911964}, ""distances"": {""dcr_share"": 0.506, ""dcr_holdout"": 0.039, ""dcr_trn_hol"": 0.005, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.006, ""dcr_training"": 0.039, ""ims_training"": 0.0, ""nndr_holdout"": 0.234927150521, ""nndr_trn_hol"": 0.000000488255, ""nndr_training"": 0.290974616597}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999844, ""discriminator_auc_training_holdout"": 0.505, ""cosine_similarity_training_synthetic"": 0.5719818, ""discriminator_auc_training_synthetic"": 1.0}}",t
Benels,2025-05-22 20:34:31.688+00,2025-05-22 20:43:14.393718+00,flat,0.873829,0.506,0.998962,"{""accuracy"": {""overall"": 0.873829, ""bivariate"": 0.874109, ""coherence"": null, ""trivariate"": 0.8148577, ""univariate"": 0.9325202, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.506, ""dcr_holdout"": 0.223, ""dcr_trn_hol"": 0.215, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.222, ""ims_training"": 0.0, ""nndr_holdout"": 0.429806080177, ""nndr_trn_hol"": 0.314104013989, ""nndr_training"": 0.429359907064}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.508, ""cosine_similarity_training_synthetic"": 0.8359037, ""discriminator_auc_training_synthetic"": 0.999}}",t
thyarcanist,2025-05-22 19:45:41.322+00,2025-05-22 19:47:58.503366+00,sequential,0.501949,0.506,1.23857,"{""accuracy"": {""overall"": 0.5019493, ""bivariate"": 0.4818007, ""coherence"": 0.5207473, ""trivariate"": 0.3333772, ""univariate"": 0.6718718, ""overall_max"": 0.9721801, ""bivariate_max"": 0.9744715, ""coherence_max"": 0.9884277, ""trivariate_max"": 0.9346247, ""univariate_max"": 0.9911964}, ""distances"": {""dcr_share"": 0.506, ""dcr_holdout"": 0.039, ""dcr_trn_hol"": 0.005, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.006, ""dcr_training"": 0.039, ""ims_training"": 0.0, ""nndr_holdout"": 0.234927150521, ""nndr_trn_hol"": 0.000000488255, ""nndr_training"": 0.290974616597}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999844, ""discriminator_auc_training_holdout"": 0.505, ""cosine_similarity_training_synthetic"": 0.5719818, ""discriminator_auc_training_synthetic"": 1.0}}",t
martinjurkovic,2025-05-22 19:17:19.854+00,2025-05-22 19:25:46.356705+00,flat,0.981898,0.506,1.06541,"{""accuracy"": {""overall"": 0.9818979, ""bivariate"": 0.9834152, ""coherence"": null, ""trivariate"": 0.9707022, ""univariate"": 0.9915763, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.506, ""dcr_holdout"": 0.096, ""dcr_trn_hol"": 0.089, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.096, ""ims_training"": 0.0, ""nndr_holdout"": 0.111774729747, ""nndr_trn_hol"": 0.054491899705, ""nndr_training"": 0.119086290718}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.506, ""cosine_similarity_training_synthetic"": 0.9998392, ""discriminator_auc_training_synthetic"": 0.525}}",t
mrqc,2025-05-22 16:35:24.944+00,2025-05-22 16:43:55.444086+00,flat,0.345983,0.523,0.937412,"{""accuracy"": {""overall"": 0.3459826, ""bivariate"": 0.3164269, ""coherence"": null, ""trivariate"": 0.2004575, ""univariate"": 0.5210635, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.523, ""dcr_holdout"": 0.468, ""dcr_trn_hol"": 0.231, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.466, ""ims_training"": 0.0, ""nndr_holdout"": 0.707367460038, ""nndr_trn_hol"": 0.258914813201, ""nndr_training"": 0.663094632638}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.508, ""cosine_similarity_training_synthetic"": 0.0, ""discriminator_auc_training_synthetic"": 1.0}}",f
Abdulrahman0044,2025-05-22 12:53:09.803+00,2025-05-22 13:01:27.041754+00,flat,0.958644,0.504,1.01836,"{""accuracy"": {""overall"": 0.9586444, ""bivariate"": 0.9591567, ""coherence"": null, ""trivariate"": 0.9406193, ""univariate"": 0.9761572, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.504, ""dcr_holdout"": 0.225, ""dcr_trn_hol"": 0.214, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.225, ""ims_training"": 0.0, ""nndr_holdout"": 0.402771271987, ""nndr_trn_hol"": 0.285993845498, ""nndr_training"": 0.410164537507}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.5, ""cosine_similarity_training_synthetic"": 0.998041, ""discriminator_auc_training_synthetic"": 0.721}}",t
ql909,2025-05-22 11:14:27.624+00,2025-05-22 11:14:47.702132+00,flat,0.0,,,{},f
shlomihod,2025-05-22 04:04:26.485+00,2025-05-22 04:13:34.801387+00,sequential,0.975307,0.998,0.251443,"{""accuracy"": {""overall"": 0.975307, ""bivariate"": 0.9775644, ""coherence"": 0.9911063, ""trivariate"": 0.9397338, ""univariate"": 0.9928236, ""overall_max"": 0.972153, ""bivariate_max"": 0.9744715, ""coherence_max"": 0.9883193, ""trivariate_max"": 0.9346247, ""univariate_max"": 0.9911964}, ""distances"": {""dcr_share"": 0.998, ""dcr_holdout"": 0.056, ""dcr_trn_hol"": 0.056, ""ims_holdout"": 0.004, ""ims_trn_hol"": 0.004, ""dcr_training"": 0.0, ""ims_training"": 1.0, ""nndr_holdout"": 0.000000146371, ""nndr_trn_hol"": 0.000000144888, ""nndr_training"": 0.000000036804}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999835, ""discriminator_auc_training_holdout"": 0.506, ""cosine_similarity_training_synthetic"": 1.0, ""discriminator_auc_training_synthetic"": 0.491}}",f
shlomihod,2025-05-22 04:02:56.401+00,2025-05-22 04:11:18.029229+00,flat,0.994312,1.0,6.17811e-08,"{""accuracy"": {""overall"": 0.9943117, ""bivariate"": 0.995379, ""coherence"": null, ""trivariate"": 0.9892783, ""univariate"": 0.998278, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 1.0, ""dcr_holdout"": 0.207, ""dcr_trn_hol"": 0.207, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.0, ""ims_training"": 1.0, ""nndr_holdout"": 0.394441258682, ""nndr_trn_hol"": 0.406922726572, ""nndr_training"": 0.000000024369}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.502, ""cosine_similarity_training_synthetic"": 1.0, ""discriminator_auc_training_synthetic"": 0.484}}",f
anirbanbasu,2025-05-22 01:58:52.522+00,2025-05-22 02:01:55.596471+00,sequential,0.822492,0.504,0.952047,"{""accuracy"": {""overall"": 0.8224917, ""bivariate"": 0.8750142, ""coherence"": 0.687984, ""trivariate"": 0.7860613, ""univariate"": 0.9409073, ""overall_max"": 0.9721966, ""bivariate_max"": 0.9744715, ""coherence_max"": 0.9884937, ""trivariate_max"": 0.9346247, ""univariate_max"": 0.9911964}, ""distances"": {""dcr_share"": 0.504, ""dcr_holdout"": 0.042, ""dcr_trn_hol"": 0.005, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.005, ""dcr_training"": 0.042, ""ims_training"": 0.0, ""nndr_holdout"": 0.000004209155, ""nndr_trn_hol"": 0.000000426087, ""nndr_training"": 0.000004007312}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999833, ""discriminator_auc_training_holdout"": 0.497, ""cosine_similarity_training_synthetic"": 0.9948192, ""discriminator_auc_training_synthetic"": 0.923}}",t
anirbanbasu,2025-05-21 23:17:25.435+00,2025-05-21 23:17:38.307302+00,sequential,0.0,,,{},f
ValterH,2025-05-21 21:31:14.044+00,2025-05-21 21:39:34.750806+00,flat,0.982306,0.505,0.839996,"{""accuracy"": {""overall"": 0.9823057, ""bivariate"": 0.9838491, ""coherence"": null, ""trivariate"": 0.971151, ""univariate"": 0.9919169, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.505, ""dcr_holdout"": 0.096, ""dcr_trn_hol"": 0.089, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.096, ""ims_training"": 0.0, ""nndr_holdout"": 0.10280051581, ""nndr_trn_hol"": 0.054491899705, ""nndr_training"": 0.086352018806}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.499, ""cosine_similarity_training_synthetic"": 0.9998682, ""discriminator_auc_training_synthetic"": 0.55}}",t
pradiptadeb1990,2025-05-21 20:25:55.025+00,2025-05-21 20:34:27.912338+00,flat,0.761288,0.51,1.018,"{""accuracy"": {""overall"": 0.7612877, ""bivariate"": 0.757241, ""coherence"": null, ""trivariate"": 0.6715157, ""univariate"": 0.8551064, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.51, ""dcr_holdout"": 0.328, ""dcr_trn_hol"": 0.089, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.328, ""ims_training"": 0.0, ""nndr_holdout"": 0.63616673897, ""nndr_trn_hol"": 0.054491899705, ""nndr_training"": 0.647617651337}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.508, ""cosine_similarity_training_synthetic"": 0.7853277, ""discriminator_auc_training_synthetic"": 1.0}}",t
EugenioTL,2025-05-21 14:39:45.505+00,2025-05-21 14:48:17.818111+00,flat,0.741161,0.537,1.014,"{""accuracy"": {""overall"": 0.7411609, ""bivariate"": 0.7345202, ""coherence"": null, ""trivariate"": 0.6527672, ""univariate"": 0.8361953, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.537, ""dcr_holdout"": 0.348, ""dcr_trn_hol"": 0.026, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.346, ""ims_training"": 0.0, ""nndr_holdout"": 0.545535550883, ""nndr_trn_hol"": 0.007498940341, ""nndr_training"": 0.553170379548}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.501, ""cosine_similarity_training_synthetic"": 0.6110781, ""discriminator_auc_training_synthetic"": 1.0}}",f
anirbanbasu,2025-05-21 14:23:29.652+00,2025-05-21 14:23:50.328632+00,sequential,0.0,,,{},f
anirbanbasu,2025-05-21 13:14:19.868+00,2025-05-21 13:22:55.144631+00,flat,0.918396,0.505,1.20543,"{""accuracy"": {""overall"": 0.9183957, ""bivariate"": 0.9185405, ""coherence"": null, ""trivariate"": 0.8826108, ""univariate"": 0.9540358, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.505, ""dcr_holdout"": 0.194, ""dcr_trn_hol"": 0.089, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.194, ""ims_training"": 0.0, ""nndr_holdout"": 0.362906591035, ""nndr_trn_hol"": 0.054491899705, ""nndr_training"": 0.437458671086}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.501, ""cosine_similarity_training_synthetic"": 0.993589, ""discriminator_auc_training_synthetic"": 0.968}}",t
jannikcas,2025-05-21 11:12:16.775+00,2025-05-21 11:20:34.622697+00,flat,0.982015,0.506,0.993945,"{""accuracy"": {""overall"": 0.9820147, ""bivariate"": 0.9835307, ""coherence"": null, ""trivariate"": 0.9708708, ""univariate"": 0.9916428, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.506, ""dcr_holdout"": 0.586, ""dcr_trn_hol"": 0.576, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.585, ""ims_training"": 0.0, ""nndr_holdout"": 0.597407392417, ""nndr_trn_hol"": 0.516718240261, ""nndr_training"": 0.593790252928}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.507, ""cosine_similarity_training_synthetic"": 0.999852, ""discriminator_auc_training_synthetic"": 0.537}}",t
